Date,Sales,Post,Image,Likes,Comments,Shares
1/31/2019,3332.022,1,1,15,0,0
2/1/2019,3522.432,1,1,8,0,0
2/2/2019,3561.41,0,0,0,0,0
2/4/2019,3285.958,0,0,0,0,0
2/5/2019,3276.32,0,0,0,0,0
2/6/2019,3297.466,0,0,0,0,0
2/7/2019,3380.472,1,1,46,2,0
2/8/2019,3633.266,1,1,13,1,0
2/9/2019,3653.256,0,0,0,0,0
2/11/2019,3352.508,1,1,25,0,0
2/12/2019,3308.984,1,1,17,0,0
2/13/2019,3306.354,0,0,0,0,0
2/14/2019,3672.544,1,1,36,0,0
2/15/2019,3658.998,0,0,0,0,0
2/16/2019,3507.554,0,0,0,0,0
2/18/2019,3292.898,0,0,0,0,0
2/19/2019,3231.208,0,0,0,0,0
2/20/2019,3284.752,0,0,0,0,0
2/21/2019,3335.762,0,0,0,0,0
2/22/2019,3728.072,1,1,10,0,0
2/23/2019,3359.414,0,0,0,0,0
2/25/2019,3390.016,0,0,0,0,0
2/26/2019,3382.088,0,0,0,0,0
2/27/2019,3388.842,0,0,0,0,0
2/28/2019,3317.52,1,1,29,6,0
3/1/2019,3654.342,1,1,9,0,0
3/2/2019,3713.532,0,0,0,0,0
3/4/2019,3430.35,0,0,0,0,0
3/5/2019,3281.416,0,0,0,0,0
3/6/2019,3332.128,0,0,0,0,0
3/7/2019,3419.44,0,0,0,0,0
3/8/2019,3684.288,1,1,17,1,0
3/9/2019,3781.226,1,1,41,4,0
3/11/2019,3371.082,0,0,0,0,0
3/12/2019,3291.28,0,0,0,0,0
3/13/2019,3460.688,0,0,0,0,0
3/14/2019,3355.932,1,1,35,3,0
3/15/2019,3789.236,1,1,7,0,0
3/16/2019,3632.118,0,0,0,0,0
3/18/2019,3293.332,0,0,0,0,0
3/19/2019,3358.314,0,0,0,0,0
3/20/2019,3228.528,0,0,0,0,0
3/21/2019,3364.018,1,1,46,3,0
3/22/2019,3716.494,1,1,17,1,0
3/23/2019,3632.132,0,0,0,0,0
3/25/2019,3353.522,0,0,0,0,0
3/26/2019,3422.624,0,0,0,0,0
3/27/2019,3442.716,0,0,0,0,0
3/28/2019,3414.68,0,0,0,0,0
3/29/2019,3676.56,0,0,0,0,0
3/30/2019,3535.252,0,0,0,0,0
4/1/2019,3404.068,0,0,0,0,0
4/2/2019,3402.858,0,0,0,0,0
4/3/2019,3368.29,0,0,0,0,0
4/4/2019,3422.668,0,0,0,0,0
4/5/2019,3730.384,1,1,58,19,0
4/6/2019,3688.112,0,0,0,0,0
4/8/2019,3336.008,1,1,48,3,0
4/9/2019,3380.352,0,0,0,0,0
4/10/2019,3423.434,1,0,8,0,0
4/11/2019,3438.786,1,0,5,6,0
4/12/2019,3784.908,1,1,6,1,0
4/13/2019,3819.082,1,1,50,5,0
4/15/2019,3478.372,1,1,17,0,0
4/16/2019,3459.392,1,1,11,1,0
4/17/2019,3385.382,0,0,0,0,0
4/18/2019,3471.344,0,0,0,0,0
4/19/2019,3671.42,0,0,0,0,0
4/20/2019,3674.59,1,1,10,0,0
4/22/2019,3516.868,0,0,0,0,0
4/23/2019,3405.592,0,0,0,0,0
4/24/2019,3435.158,1,1,115,19,0
4/25/2019,3444.03,0,0,0,0,0
4/26/2019,3752.232,1,1,9,0,0
4/27/2019,3629.136,0,0,0,0,0
4/29/2019,3449.156,1,1,16,0,0
4/30/2019,3450.134,0,0,0,0,0
5/1/2019,3362.446,0,0,0,0,0
5/2/2019,3479.22,0,0,0,0,0
5/3/2019,3812.452,1,1,37,1,0
5/4/2019,3408.674,1,0,9,0,0
5/6/2019,3453.252,0,0,0,0,0
5/7/2019,3393.856,0,0,0,0,0
5/8/2019,3435.212,0,0,0,0,0
5/9/2019,3475.442,1,1,27,1,0
5/10/2019,3628.614,0,0,0,0,0
5/11/2019,3847.034,0,0,0,0,0
5/13/2019,3475.556,0,0,0,0,0
5/14/2019,3460.396,0,0,0,0,0
5/15/2019,3370.22,0,0,0,0,0
5/16/2019,3489.676,1,1,28,0,0
5/17/2019,3869.444,1,1,6,0,0
5/18/2019,3798.284,0,0,0,0,0
5/20/2019,3562.708,0,0,0,0,0
5/21/2019,3478.246,0,0,0,0,0
5/22/2019,3499.384,0,0,0,0,0
5/23/2019,3533.918,0,0,0,0,0
5/24/2019,3804.836,0,0,0,0,0
5/25/2019,3757.374,0,0,0,0,0
5/28/2019,3458.002,0,0,0,0,0
5/29/2019,3354.914,0,0,0,0,0
5/30/2019,3552.02,0,0,0,0,0
5/31/2019,3815.492,0,0,0,0,0
6/1/2019,3639.794,0,0,0,0,0
6/3/2019,3391.438,0,0,0,0,0
6/4/2019,3458.82,0,0,0,0,0
6/5/2019,3439.36,0,0,0,0,0
6/6/2019,3360.394,0,0,0,0,0
6/7/2019,3597.504,0,0,0,0,0
6/8/2019,3596.368,0,0,0,0,0
6/10/2019,3416.934,0,0,0,0,0
6/11/2019,3343.122,0,0,0,0,0
6/12/2019,3415.388,0,0,0,0,0
6/13/2019,3475.592,0,0,0,0,0
6/14/2019,3769.086,0,0,0,0,0
6/15/2019,3720.34,0,0,0,0,0
6/17/2019,3407.36,0,0,0,0,0
6/18/2019,3456.698,0,0,0,0,0
6/19/2019,3379.742,0,0,0,0,0
6/20/2019,3498.354,0,0,0,0,0
6/21/2019,3682.154,0,0,0,0,0
6/22/2019,3855.486,0,0,0,0,0
6/24/2019,3556.74,0,0,0,0,0
6/25/2019,3360.704,0,0,0,0,0
6/26/2019,3432.536,0,0,0,0,0
6/27/2019,3488.236,0,0,0,0,0
6/28/2019,3737.952,0,0,0,0,0
6/29/2019,3809.138,0,0,0,0,0
7/1/2019,3486.62,0,0,0,0,0
7/2/2019,3386.154,0,0,0,0,0
7/3/2019,3465.196,0,0,0,0,0
7/5/2019,3696.422,0,0,0,0,0
7/6/2019,3601.284,0,0,0,0,0
7/8/2019,3445.688,0,0,0,0,0
7/9/2019,3410.782,0,0,0,0,0
7/10/2019,3332.252,0,0,0,0,0
7/11/2019,3541.246,0,0,0,0,0
7/12/2019,3813.324,0,0,0,0,0
7/13/2019,3896.988,0,0,0,0,0
7/15/2019,3400.446,0,0,0,0,0
7/16/2019,3376.134,0,0,0,0,0
7/17/2019,3409.886,0,0,0,0,0
7/18/2019,3502.148,0,0,0,0,0
7/19/2019,3790.768,1,1,11,0,0
7/20/2019,4432.406,0,0,0,0,0
7/22/2019,3373.848,0,0,0,0,0
7/23/2019,3410.774,0,0,0,0,0
7/24/2019,3473.178,0,0,0,0,0
7/25/2019,3553.238,0,0,0,0,0
7/26/2019,3690.372,0,0,0,0,0
7/27/2019,3641.368,0,0,0,0,0
7/29/2019,3424.77,0,0,0,0,0
7/30/2019,3454.476,0,0,0,0,0
7/31/2019,3359.502,0,0,0,0,0
8/1/2019,3573.444,0,0,0,0,0
8/2/2019,3776.752,0,0,0,0,0
8/3/2019,3650.502,0,0,0,0,0
8/5/2019,3497.978,0,0,0,0,0
8/6/2019,3437.22,0,0,0,0,0
8/7/2019,3424.812,0,0,0,0,0
8/8/2019,3426.816,0,0,0,0,0
8/9/2019,3707.792,0,0,0,0,0
8/10/2019,3573.958,0,0,0,0,0
8/12/2019,3348.084,0,0,0,0,0
8/13/2019,3447.05,0,0,0,0,0
8/14/2019,3387.68,0,0,0,0,0
8/15/2019,3583.082,0,0,0,0,0
8/16/2019,3765.07,0,0,0,0,0
8/17/2019,3738.778,0,0,0,0,0
8/19/2019,3260.97,0,0,0,0,0
8/20/2019,3455.408,0,0,0,0,0
8/21/2019,3430.934,0,0,0,0,0
8/22/2019,3442.248,0,0,0,0,0
8/23/2019,3621.586,0,0,0,0,0
8/24/2019,3526.52,0,0,0,0,0
8/26/2019,3331.816,0,0,0,0,0
8/27/2019,3382.16,0,0,0,0,0
8/28/2019,3336.644,0,0,0,0,0
8/29/2019,3416.214,0,0,0,0,0
8/30/2019,3593.936,0,0,0,0,0
8/31/2019,3588.822,0,0,0,0,0
9/3/2019,3283.704,0,0,0,0,0
9/4/2019,3369.574,0,0,0,0,0
9/5/2019,3431.456,0,0,0,0,0
9/6/2019,3626.52,0,0,0,0,0
9/7/2019,3702.738,0,0,0,0,0
9/9/2019,3419.556,0,0,0,0,0
9/10/2019,3329.964,0,0,0,0,0
9/11/2019,3487.836,0,0,0,0,0
9/12/2019,3486.842,0,0,0,0,0
9/13/2019,3712.454,0,0,0,0,0
9/14/2019,3555.778,0,0,0,0,0
9/16/2019,3478.482,0,0,0,0,0
9/17/2019,3462.08,0,0,0,0,0
9/18/2019,3469.206,0,0,0,0,0
9/19/2019,3468.724,0,0,0,0,0
9/20/2019,3643.68,0,0,0,0,0
9/21/2019,3541.148,0,0,0,0,0
9/23/2019,3376.246,0,0,0,0,0
9/24/2019,3336.214,0,0,0,0,0
9/25/2019,3352.48,0,0,0,0,0
9/26/2019,3489.026,0,0,0,0,0
9/27/2019,3784.034,0,0,0,0,0
9/28/2019,3516.048,0,0,0,0,0
9/30/2019,3372.416,0,0,0,0,0
10/1/2019,3374.482,0,0,0,0,0
10/2/2019,3403.536,0,0,0,0,0
10/3/2019,3547.484,0,0,0,0,0
10/4/2019,3721.558,0,0,0,0,0
10/5/2019,3606.082,0,0,0,0,0
10/7/2019,3396.166,0,0,0,0,0
10/8/2019,3306.042,0,0,0,0,0
10/9/2019,3537.9,0,0,0,0,0
10/10/2019,3392.792,0,0,0,0,0
10/11/2019,3879.756,0,0,0,0,0
10/12/2019,3817.392,0,0,0,0,0
10/14/2019,3465.934,0,0,0,0,0
10/15/2019,3372.72,0,0,0,0,0
10/16/2019,3413.188,0,0,0,0,0
10/17/2019,3506.276,0,0,0,0,0
10/18/2019,3718.904,0,0,0,0,0
10/19/2019,3683.852,0,0,0,0,0
10/21/2019,3287.758,0,0,0,0,0
10/22/2019,3366.386,0,0,0,0,0
10/23/2019,3494.57,0,0,0,0,0
10/24/2019,3451.214,0,0,0,0,0
10/25/2019,3607.334,0,0,0,0,0
10/26/2019,3603.406,0,0,0,0,0
10/28/2019,3370.476,0,0,0,0,0
10/29/2019,3354.388,0,0,0,0,0
10/30/2019,3386.98,0,0,0,0,0
10/31/2019,3181.08,0,0,0,0,0
11/1/2019,3765.418,0,0,0,0,0
11/2/2019,3749.3,0,0,0,0,0
11/4/2019,3436.766,0,0,0,0,0
11/5/2019,3464.756,0,0,0,0,0
11/6/2019,3374.738,0,0,0,0,0
11/7/2019,3456.022,0,0,0,0,0
11/8/2019,3612.444,0,0,0,0,0
11/9/2019,3575.206,0,0,0,0,0
11/11/2019,3296.028,0,0,0,0,0
11/12/2019,3379.146,0,0,0,0,0
11/13/2019,3464.816,0,0,0,0,0
11/14/2019,3342.722,0,0,0,0,0
11/15/2019,3673.71,0,0,0,0,0
11/16/2019,3554.322,0,0,0,0,0
11/18/2019,3425.084,0,0,0,0,0
11/19/2019,3429.004,0,0,0,0,0
11/20/2019,3341.894,0,0,0,0,0
11/21/2019,3464.896,0,0,0,0,0
11/22/2019,3686.868,0,0,0,0,0
11/23/2019,3677.672,0,0,0,0,0
11/25/2019,3485.964,0,0,0,0,0
11/26/2019,3533.68,0,0,0,0,0
11/27/2019,3810.106,0,0,0,0,0
11/29/2019,3360.732,0,0,0,0,0
11/30/2019,3463.416,0,0,0,0,0
12/2/2019,3355.87,0,0,0,0,0
12/3/2019,3470.636,0,0,0,0,0
12/4/2019,3409.176,1,1,53,1,0
12/5/2019,3491.968,1,1,19,0,0
12/6/2019,3766.604,0,0,0,0,0
12/7/2019,3935.564,0,0,0,0,0
12/9/2019,3453.846,0,0,0,0,0
12/10/2019,3312.444,1,1,19,1,0
12/11/2019,3363.648,1,1,18,0,0
12/12/2019,3297.852,1,1,16,0,0
12/13/2019,3655.362,1,1,7,0,0
12/14/2019,3634.448,0,0,0,0,0
12/16/2019,3235.75,0,0,0,0,0
12/17/2019,3457.822,0,0,0,0,0
12/18/2019,3505.934,1,1,15,0,0
12/19/2019,3348.54,1,1,7,0,0
12/20/2019,3512.828,1,1,6,1,0
12/21/2019,3543.794,1,0,0,0,0
12/23/2019,3553.582,0,0,0,0,0
12/26/2019,3540.202,0,0,0,0,0
12/27/2019,3712.434,1,0,16,3,0
12/28/2019,3709.86,0,0,0,0,0
12/30/2019,3418.14,0,0,0,0,0
12/31/2019,3615.394,1,0,16,1,0
1/2/2020,3417.272,0,0,0,0,0
1/3/2020,3658.48,1,1,18,0,0
1/4/2020,3457.86,0,0,0,0,0
1/6/2020,3305.102,0,0,0,0,0
1/7/2020,3367.588,0,0,0,0,0
1/8/2020,3391.02,0,0,0,0,0
1/9/2020,3421.092,0,0,0,0,0
1/10/2020,3920.42,1,1,30,0,0
1/11/2020,3732.484,0,0,0,0,0
1/13/2020,3339.018,0,0,0,0,0
1/14/2020,3316.73,0,0,0,0,0
1/15/2020,3354.686,0,0,0,0,0
1/16/2020,3352.916,0,0,0,0,0
1/17/2020,3840.35,1,1,10,2,0
1/18/2020,3411.174,0,0,0,0,0
1/20/2020,3264.494,1,1,11,0,0
1/21/2020,3429.806,1,1,13,0,0
1/22/2020,3376.062,1,1,14,0,0
1/23/2020,3368.904,0,0,0,0,0
1/24/2020,3653.642,1,1,12,1,0
1/25/2020,3589.574,1,1,14,0,0
1/27/2020,3322.902,0,0,0,0,0
1/28/2020,3327.59,0,0,0,0,0
1/29/2020,3338.578,1,1,33,2,0
1/30/2020,3261.824,0,0,0,0,0
1/31/2020,3612.872,1,1,14,0,0
2/1/2020,3574.014,0,0,0,0,0
2/3/2020,3343.924,0,0,0,0,0
2/4/2020,3318.062,0,0,0,0,0
2/5/2020,3335.89,0,0,0,0,0
2/6/2020,3338.196,0,0,0,0,0
2/7/2020,3554.446,1,1,37,2,0
2/8/2020,3722.654,0,0,0,0,0
2/10/2020,3356.738,0,0,0,0,0
2/11/2020,3305.602,0,0,0,0,0
2/12/2020,3418.056,1,1,22,1,0
2/13/2020,3507.646,1,1,15,0,0
2/14/2020,3943.562,0,0,0,0,0
2/15/2020,3720.724,1,1,15,0,0
